0;0
32;20
96;90
166;210
234;380
300;600
362;870
432;1190
506;1560
566;1980
636;2450
704;2970
782;3540
848;4160
926;4830
1012;5550
1088;6320
1140;7140
1202;8010
1284;8930
1364;9900
0; 0
28; 20
80; 90
140; 210
200; 380
290; 600
340; 870
410; 1190
512; 1560
570; 1980
644; 2450
728; 2970
810; 3540
868; 4160
912; 4830
956; 5550
1022; 6320
1112; 7140
1186; 8010
1264; 8930
1344; 9900
0; 0
32; 20
78; 90
126; 210
194; 380
324; 600
400; 870
448; 1190
504; 1560
574; 1980
640; 2450
714; 2970
802; 3540
898; 4160
974; 4830
1052; 5550
1146; 6320
1234; 7140
1294; 8010
1342; 8930
1386; 9900
0; 0
36; 20
96; 90
172; 210
284; 380
346; 600
392; 870
454; 1190
576; 1560
658; 1980
722; 2450
820; 2970
902; 3540
942; 4160
1034; 4830
1090; 5550
1148; 6320
1238; 7140
1294; 8010
1324; 8930
1356; 9900
0; 0
30; 20
80; 90
162; 210
214; 380
286; 600
396; 870
510; 1190
588; 1560
616; 1980
700; 2450
776; 2970
850; 3540
908; 4160
972; 4830
1050; 5550
1140; 6320
1218; 7140
1294; 8010
1362; 8930
1424; 9900
0; 0
32; 20
76; 90
168; 210
252; 380
322; 600
394; 870
470; 1190
522; 1560
588; 1980
664; 2450
706; 2970
774; 3540
868; 4160
930; 4830
978; 5550
1050; 6320
1156; 7140
1238; 8010
1290; 8930
1336; 9900
0; 0
34; 20
90; 90
142; 210
188; 380
280; 600
336; 870
406; 1190
498; 1560
618; 1980
680; 2450
752; 2970
810; 3540
886; 4160
948; 4830
1028; 5550
1112; 6320
1208; 7140
1290; 8010
1360; 8930
1438; 9900
0; 0
32; 20
90; 90
156; 210
230; 380
282; 600
392; 870
462; 1190
534; 1560
582; 1980
652; 2450
700; 2970
758; 3540
836; 4160
912; 4830
980; 5550
1076; 6320
1140; 7140
1214; 8010
1290; 8930
1360; 9900
0; 0
26; 20
82; 90
174; 210
260; 380
344; 600
402; 870
464; 1190
526; 1560
610; 1980
680; 2450
758; 2970
876; 3540
942; 4160
