
0; 0
26; 20
62; 90
124; 210
178; 380
272; 600
356; 870
414; 1190
472; 1560
556; 1980
632; 2450
752; 2970
818; 3540
900; 4160
954; 4830
1026; 5550
1098; 6320
1188; 7140
1274; 8010
1352; 8930
1418; 9900
